Crime_ID,FIR_Number,Date_Time,Date,Time,Hour,Day_of_Week,Month,Year,Province,City,Area,Location,Police_Station,Latitude,Longitude,Crime_Type,Crime_Category,Weapon_Used,Victim_Gender,Victim_Age,Suspect_Gender,Suspect_Age,Suspect_Count,Arrest_Status
PK-000030,FIR-0081/2022,2022-02-23 10:12:19,2022-02-23,10:12:19,10,Wednesday,February,2022,Sindh,Karachi,Lyari,Main Lyari Bazaar,Lyari PS,24.878606,67.021099,Murder,Violent,Knife,Female,11,Male,30.0,1.0,Released on Bail
PK-000031,FIR-0054/2022,2022-02-24 14:55:58,2022-02-24,14:55:58,14,Thursday,February,2022,Punjab,Faisalabad,Cantt,Cantt Market,Cantt PS,31.477111,73.154504,Kidnapping / Abduction,Violent,Not Used,Male,40,Male,15.0,5.0,Under Investigation
PK-000032,FIR-0105/2022,2022-02-24 16:12:35,2022-02-24,16:12:35,16,Thursday,February,2022,KPK,Abbottabad,Saddar,"Sector C, Saddar",Saddar PS,34.154338,73.217928,Theft,Property,Not Used,Male,51,Unknown,,,Pending
PK-000033,FIR-0002/2022,2022-02-27 21:09:50,2022-02-27,21:09:50,21,Sunday,February,2022,Punjab,Multan,Khanewal Road,Khanewal Road Park area,Khanewal Bypass PS,30.201596,71.556702,Burglary,Property,Not Used,Male,8,Male,28.0,1.0,Pending
PK-000034,FIR-0047/2022,2022-03-01 00:48:58,2022-03-01,00:48:58,0,Tuesday,March,2022,Sindh,Sukkur,City Center,"Plot 356, City Center",City Center PS,27.730156,68.863847,Robbery,Property,Not Used,Male,36,Male,45.0,3.0,Under Investigation
PK-000035,FIR-0082/2022,2022-03-01 12:39:01,2022-03-01,12:39:01,12,Tuesday,March,2022,Punjab,Multan,New Multan,New Multan Service Road,New Multan PS,30.227585,71.476081,Hurt / Assault,Violent,Firearm,Female,47,Male,25.0,1.0,Under Investigation
PK-000036,FIR-0096/2022,2022-03-01 15:38:39,2022-03-01,15:38:39,15,Tuesday,March,2022,KPK,Mardan,Cantt,Cantt Service Road,Cantt PS,34.218367,72.00798,Hurt / Assault,Violent,Knife,Male,40,Unknown,,,Under Investigation
PK-000037,FIR-0099/2022,2022-03-01 21:31:37,2022-03-01,21:31:37,21,Tuesday,March,2022,Punjab,Lahore,Cantt,Cantt Park area,Cantt PS,31.528097,74.408852,Motor Vehicle Theft,Property,Not Used,Male,15,Male,48.0,1.0,Under Investigation
PK-000038,FIR-0088/2022,2022-03-04 09:57:47,2022-03-04,09:57:47,9,Friday,March,2022,Punjab,Faisalabad,Cantt,Cantt Bus Stop,Cantt PS,31.44337,73.119617,Murder,Violent,Knife,Female,21,Unknown,,,Under Investigation
PK-000039,FIR-0044/2022,2022-03-04 17:53:20,2022-03-04,17:53:20,17,Friday,March,2022,Punjab,Rawalpindi,Old City,Old City Bus Stop,Old City PS,33.552501,73.062382,Attempted Murder,Violent,Firearm,Male,48,Male,15.0,1.0,Arrested
PK-000040,FIR-0044/2022,2022-03-05 01:52:23,2022-03-05,01:52:23,1,Saturday,March,2022,Punjab,Rawalpindi,University Town,"Plot 134, University Town",University Town PS,33.569938,72.985618,Theft,Property,Not Used,Male,38,Male,19.0,1.0,Pending
PK-000041,FIR-0083/2022,2022-03-05 23:06:03,2022-03-05,23:06:03,23,Saturday,March,2022,Sindh,Hyderabad,Civil Lines,"Block 3, Civil Lines",Civil Lines PS,25.408498,68.332696,Kidnapping / Abduction,Violent,Not Used,Male,21,Male,19.0,2.0,Arrested
PK-000042,FIR-0051/2022,2022-03-09 05:11:26,2022-03-09,05:11:26,5,Wednesday,March,2022,Punjab,Lahore,Walled City,Street near Walled City Mosque,Walled City PS,31.581063,74.32999,Motor Vehicle Theft,Property,Not Used,Female,43,Female,37.0,2.0,Pending
PK-000043,FIR-0004/2022,2022-03-10 16:41:30,2022-03-10,16:41:30,16,Thursday,March,2022,Punjab,Multan,Gulgasht Colony,Main Gulgasht Colony Bazaar,Gulgasht PS,30.250932,71.505978,Hurt / Assault,Violent,Not Used,Male,59,Male,40.0,1.0,Arrested
PK-000044,FIR-0171/2022,2022-03-11 08:42:30,2022-03-11,08:42:30,8,Friday,March,2022,Sindh,Karachi,Saddar,"Sector C, Saddar",Saddar PS,24.858031,67.032916,Domestic Violence,Violent,Blunt Object,Female,45,Male,27.0,2.0,Arrested
PK-000045,FIR-0091/2022,2022-03-11 21:35:36,2022-03-11,21:35:36,21,Friday,March,2022,Punjab,Gujranwala,Mall Road,"Sector A, Mall Road",Mall Road PS,32.194944,74.180979,Hurt / Assault,Violent,Firearm,Female,33,Male,19.0,3.0,Under Investigation
PK-000046,FIR-0015/2022,2022-03-14 01:11:46,2022-03-14,01:11:46,1,Monday,March,2022,Sindh,Karachi,DHA Karachi,Near DHA Karachi Petrol Pump,DHA Karachi PS,24.804578,67.044835,Drug Possession,Drug,Not Used,Male,29,Male,43.0,1.0,Arrested
PK-000047,FIR-0024/2022,2022-03-15 08:10:47,2022-03-15,08:10:47,8,Tuesday,March,2022,Punjab,Lahore,Gulberg,"Plot 149, Gulberg",Gulberg PS,31.516989,74.356175,Hurt / Assault,Violent,Blunt Object,Female,19,Male,38.0,1.0,Under Investigation
PK-000048,FIR-0073/2022,2022-03-15 18:33:04,2022-03-15,18:33:04,18,Tuesday,March,2022,Punjab,Multan,Chungi No. 9,Main Chungi No. 9 Bazaar,New Multan PS,30.221298,71.464315,Theft,Property,Not Used,Male,34,Male,29.0,1.0,Released on Bail
PK-000049,FIR-0093/2022,2022-03-16 05:23:51,2022-03-16,05:23:51,5,Wednesday,March,2022,Punjab,Rawalpindi,Civil Lines,"Block 7, Civil Lines",Civil Lines PS,33.578111,73.02796,Hurt / Assault,Violent,Knife,Male,31,Unknown,,,Under Investigation
PK-000050,FIR-0062/2022,2022-03-17 04:22:54,2022-03-17,04:22:54,4,Thursday,March,2022,Punjab,Khanewal,University Town,"Block 7, University Town",University Town PS,30.285111,71.952428,Dacoity,Violent,Firearm,Male,49,Male,25.0,5.0,Under Investigation
PK-000051,FIR-0022/2022,2022-03-18 08:26:49,2022-03-18,08:26:49,8,Friday,March,2022,Punjab,Lahore,Gulberg,Street near Gulberg Mosque,Gulberg PS,31.526498,74.354178,Hurt / Assault,Violent,Firearm,Female,19,Male,29.0,3.0,Pending
PK-000052,FIR-0200/2022,2022-03-19 07:42:02,2022-03-19,07:42:02,7,Saturday,March,2022,Punjab,Multan,Vehari Road,"House #567, Vehari Road",Cantt PS,30.184033,71.504095,Rape,Violent,Knife,Male,28,Male,15.0,1.0,Released on Bail
PK-000053,FIR-0029/2022,2022-03-21 12:19:07,2022-03-21,12:19:07,12,Monday,March,2022,Punjab,Lahore,Johar Town,"Plot 471, Johar Town",Johar Town PS,31.474359,74.271782,Attempted Murder,Violent,Blunt Object,Male,24,Female,30.0,1.0,Arrested
PK-000054,FIR-0077/2022,2022-03-23 08:11:36,2022-03-23,08:11:36,8,Wednesday,March,2022,Punjab,Rawalpindi,Civil Lines,Street near Civil Lines Mosque,Civil Lines PS,33.578847,73.045651,Domestic Violence,Violent,Not Used,Male,18,Female,18.0,2.0,Arrested
PK-000055,FIR-0092/2022,2022-03-26 14:34:10,2022-03-26,14:34:10,14,Saturday,March,2022,Punjab,Multan,Chungi No. 14,Chungi No. 14 Service Road,New Multan PS,30.216946,71.471015,Robbery,Property,Knife,Female,27,Male,41.0,5.0,Pending
PK-000056,FIR-0055/2022,2022-03-27 21:04:46,2022-03-27,21:04:46,21,Sunday,March,2022,Sindh,Karachi,Lyari,Near Lyari Petrol Pump,Lyari PS,24.884714,67.020243,Motor Vehicle Theft,Property,Not Used,Male,29,Female,25.0,1.0,Pending
PK-000057,FIR-0025/2022,2022-03-30 18:03:52,2022-03-30,18:03:52,18,Wednesday,March,2022,Sindh,Karachi,Malir,Main Malir Bazaar,Malir PS,24.906527,67.206381,Motor Vehicle Theft,Property,Not Used,Female,40,Unknown,,,Pending
PK-000058,FIR-0102/2022,2022-04-01 08:28:27,2022-04-01,08:28:27,8,Friday,April,2022,Balochistan,Quetta,Model Town,Near Model Town Chowk,Model Town PS,30.202124,66.974461,Attempted Murder,Violent,Blunt Object,Female,52,Male,41.0,1.0,Released on Bail
PK-000059,FIR-0100/2022,2022-04-02 21:41:20,2022-04-02,21:41:20,21,Saturday,April,2022,Punjab,Faisalabad,Model Town,"Sector B, Model Town",Model Town PS,31.466425,73.159505,Theft,Property,Not Used,Female,26,Male,25.0,2.0,Under Investigation
PK-000060,FIR-0032/2022,2022-04-03 00:34:32,2022-04-03,00:34:32,0,Sunday,April,2022,Punjab,Lahore,Township,Township Bus Stop,Township PS,31.446772,74.307025,Motor Vehicle Theft,Property,Not Used,Male,43,Unknown,,,Pending
PK-000061,FIR-0015/2022,2022-04-03 20:12:52,2022-04-03,20:12:52,20,Sunday,April,2022,Punjab,Faisalabad,Cantt,Cantt Market,Cantt PS,31.474764,73.156147,Theft,Property,Not Used,Male,47,Male,25.0,1.0,Arrested
PK-000062,FIR-0054/2022,2022-04-04 04:50:14,2022-04-04,04:50:14,4,Monday,April,2022,KPK,Abbottabad,Mall Road,Main Mall Road Bazaar,Mall Road PS,34.145545,73.219419,Burglary,Property,Not Used,Male,26,Male,16.0,2.0,Pending
PK-000063,FIR-0077/2022,2022-04-04 16:18:58,2022-04-04,16:18:58,16,Monday,April,2022,Sindh,Karachi,Lyari,Near Lyari Chowk,Lyari PS,24.884769,67.021177,Theft,Property,Not Used,Male,24,Unknown,,,Pending
PK-000064,FIR-0013/2022,2022-04-05 08:53:32,2022-04-05,08:53:32,8,Tuesday,April,2022,Punjab,Lahore,Iqbal Town,"House #410, Iqbal Town",Iqbal Town PS,31.497615,74.273353,Theft,Property,Not Used,Female,16,Male,18.0,2.0,Pending
PK-000065,FIR-0163/2022,2022-04-05 17:54:58,2022-04-05,17:54:58,17,Tuesday,April,2022,Punjab,Lahore,Cantt,Street near Cantt Mosque,Cantt PS,31.52558,74.411911,Hurt / Assault,Violent,Firearm,Male,24,Unknown,,,Under Investigation
PK-000066,FIR-0169/2022,2022-04-06 17:59:56,2022-04-06,17:59:56,17,Wednesday,April,2022,Punjab,Multan,Vehari Road,Near Vehari Road Petrol Pump,Cantt PS,30.186686,71.500378,Motor Vehicle Theft,Property,Not Used,Female,35,Male,14.0,1.0,Under Investigation
PK-000067,FIR-0083/2022,2022-04-07 00:19:56,2022-04-07,00:19:56,0,Thursday,April,2022,Punjab,Multan,Chungi No. 14,"Sector A, Chungi No. 14",New Multan PS,30.218968,71.470059,Burglary,Property,Not Used,Male,47,Male,42.0,1.0,Released on Bail
PK-000068,FIR-0032/2022,2022-04-07 00:28:08,2022-04-07,00:28:08,0,Thursday,April,2022,Punjab,Multan,Mumtazabad,"Sector B, Mumtazabad",Mumtazabad PS,30.177168,71.455394,Theft,Property,Not Used,Female,35,Male,30.0,1.0,Pending
PK-000069,FIR-0009/2022,2022-04-09 17:03:19,2022-04-09,17:03:19,17,Saturday,April,2022,Punjab,Multan,Shujabad Road,Near Shujabad Road Petrol Pump,Mumtazabad PS,30.152367,71.488662,Burglary,Property,Not Used,Male,46,Male,14.0,1.0,Under Investigation
PK-000070,FIR-0079/2022,2022-04-11 13:56:24,2022-04-11,13:56:24,13,Monday,April,2022,Balochistan,Quetta,City Center,City Center Park area,City Center PS,30.197393,66.989938,Theft,Property,Not Used,Male,22,Unknown,,,Pending
PK-000071,FIR-0038/2022,2022-04-12 23:48:10,2022-04-12,23:48:10,23,Tuesday,April,2022,Sindh,Karachi,Lyari,"Block 12, Lyari",Lyari PS,24.873773,67.012262,Burglary,Property,Not Used,Female,27,Male,34.0,1.0,Pending
PK-000072,FIR-0025/2022,2022-04-13 20:52:59,2022-04-13,20:52:59,20,Wednesday,April,2022,Punjab,Sialkot,Mall Road,"Block 1, Mall Road",Mall Road PS,32.470549,74.505024,Dacoity,Violent,Knife,Female,19,Male,16.0,1.0,Under Investigation
PK-000073,FIR-0135/2022,2022-04-14 18:34:25,2022-04-14,18:34:25,18,Thursday,April,2022,Punjab,Rawalpindi,Cantt,"Sector D, Cantt",Cantt PS,33.581406,73.021033,Domestic Violence,Violent,Blunt Object,Male,24,Unknown,,,Pending
PK-000074,FIR-0104/2022,2022-04-15 20:11:54,2022-04-15,20:11:54,20,Friday,April,2022,Punjab,Gujranwala,Industrial Area,Street near Industrial Area Mosque,Industrial Area PS,32.168739,74.166766,Hurt / Assault,Violent,Not Used,Male,21,Female,26.0,1.0,Arrested
PK-000075,FIR-0002/2022,2022-04-16 07:35:08,2022-04-16,07:35:08,7,Saturday,April,2022,Sindh,Karachi,Korangi,"Sector E, Korangi",Korangi PS,24.839171,67.154066,Hurt / Assault,Violent,Knife,Male,40,Male,20.0,3.0,Pending
PK-000076,FIR-0067/2022,2022-04-16 20:05:17,2022-04-16,20:05:17,20,Saturday,April,2022,ICT,Islamabad,Model Town,Near Model Town Petrol Pump,Model Town PS,33.687187,73.035233,Theft,Property,Not Used,Female,26,Male,34.0,1.0,Arrested
PK-000077,FIR-0058/2022,2022-04-17 12:02:31,2022-04-17,12:02:31,12,Sunday,April,2022,Punjab,Multan,New Multan,Near New Multan Chowk,New Multan PS,30.229284,71.473309,Kidnapping / Abduction,Violent,Firearm,Male,43,Male,40.0,2.0,Released on Bail
PK-000078,FIR-0072/2022,2022-04-17 15:04:55,2022-04-17,15:04:55,15,Sunday,April,2022,Punjab,Sargodha,Old City,Old City Bus Stop,Old City PS,32.076568,72.675945,Theft,Property,Not Used,Male,36,Male,31.0,2.0,Pending
PK-000079,FIR-0010/2022,2022-04-17 16:08:12,2022-04-17,16:08:12,16,Sunday,April,2022,Punjab,Lahore,DHA Lahore,"Plot 53, DHA Lahore",DHA Lahore PS,31.462339,74.408651,Cybercrime / Fraud,Cyber,Not Used,Male,38,Unknown,,,Pending
PK-000080,FIR-0097/2022,2022-04-18 22:52:13,2022-04-18,22:52:13,22,Monday,April,2022,Punjab,Gujranwala,City Center,City Center Park area,City Center PS,32.171098,74.181393,Burglary,Property,Not Used,Male,45,Male,16.0,1.0,Arrested
PK-000081,FIR-0055/2022,2022-04-19 05:17:11,2022-04-19,05:17:11,5,Tuesday,April,2022,Punjab,Khanewal,Civil Lines,Near Civil Lines Petrol Pump,Civil Lines PS,30.328402,71.950772,Robbery,Property,Not Used,Male,42,Unknown,,,Pending
PK-000082,FIR-0024/2022,2022-04-22 09:30:01,2022-04-22,09:30:01,9,Friday,April,2022,Sindh,Karachi,Malir,Malir Bus Stop,Malir PS,24.900934,67.207266,Hurt / Assault,Violent,Knife,Female,22,Male,28.0,1.0,Arrested
PK-000083,FIR-0012/2022,2022-04-23 06:55:13,2022-04-23,06:55:13,6,Saturday,April,2022,Punjab,Lahore,DHA Lahore,"House #956, DHA Lahore",DHA Lahore PS,31.467155,74.400411,Robbery,Property,Not Used,Female,5,Unknown,,,Under Investigation
PK-000084,FIR-0024/2022,2022-04-23 18:34:29,2022-04-23,18:34:29,18,Saturday,April,2022,Sindh,Karachi,DHA Karachi,Near DHA Karachi Chowk,DHA Karachi PS,24.795583,67.050689,Robbery,Property,Firearm,Male,25,Male,31.0,2.0,Pending
PK-000085,FIR-0001/2022,2022-04-24 21:05:20,2022-04-24,21:05:20,21,Sunday,April,2022,Punjab,Bahawalpur,Model Town,"Sector A, Model Town",Model Town PS,29.394043,71.67999,Rape,Violent,Not Used,Female,79,Male,30.0,1.0,Under Investigation
PK-000086,FIR-0004/2022,2022-04-25 22:23:49,2022-04-25,22:23:49,22,Monday,April,2022,Punjab,Multan,Khanewal Road,"House #862, Khanewal Road",Khanewal Bypass PS,30.195523,71.543317,Motor Vehicle Theft,Property,Not Used,Male,53,Male,40.0,1.0,Arrested
PK-000087,FIR-0057/2022,2022-04-26 01:21:13,2022-04-26,01:21:13,1,Tuesday,April,2022,Punjab,Multan,Old City,Old City Market,City PS,30.196549,71.469212,Drug Possession,Drug,Not Used,Male,42,Male,27.0,2.0,Released on Bail
PK-000088,FIR-0029/2022,2022-04-26 22:10:28,2022-04-26,22:10:28,22,Tuesday,April,2022,Punjab,Multan,Model Town,Near Model Town Chowk,Gulgasht PS,30.246904,71.506563,Motor Vehicle Theft,Property,Not Used,Male,50,Unknown,,,Pending
PK-000089,FIR-0075/2022,2022-04-27 20:45:10,2022-04-27,20:45:10,20,Wednesday,April,2022,Punjab,Sahiwal,Cantt,"House #390, Cantt",Cantt PS,30.706218,73.079635,Robbery,Property,Knife,Female,22,Male,39.0,4.0,Under Investigation
PK-000090,FIR-0046/2022,2022-04-28 11:07:26,2022-04-28,11:07:26,11,Thursday,April,2022,Sindh,Karachi,Gulshan-e-Iqbal,Gulshan-e-Iqbal Market,Gulshan-e-Iqbal PS,24.928795,67.094713,Drug Possession,Drug,Not Used,Female,37,Unknown,,,Under Investigation
PK-000091,FIR-0034/2022,2022-05-01 01:54:12,2022-05-01,01:54:12,1,Sunday,May,2022,Punjab,Multan,Shah Rukn-e-Alam Colony,"Plot 432, Shah Rukn-e-Alam Colony",Shah Rukn-e-Alam PS,30.237514,71.471605,Theft,Property,Not Used,Female,44,Male,28.0,1.0,Pending
PK-000092,FIR-0057/2022,2022-05-01 16:16:10,2022-05-01,16:16:10,16,Sunday,May,2022,Punjab,Rawalpindi,Civil Lines,"House #272, Civil Lines",Civil Lines PS,33.565022,73.03091,Hurt / Assault,Violent,Not Used,Female,24,Male,32.0,1.0,Arrested
PK-000093,FIR-0124/2022,2022-05-01 18:47:28,2022-05-01,18:47:28,18,Sunday,May,2022,Balochistan,Quetta,Civil Lines,Civil Lines Market,Civil Lines PS,30.22583,66.996532,Theft,Property,Not Used,Male,23,Unknown,,,Pending
PK-000094,FIR-0015/2022,2022-05-01 19:20:52,2022-05-01,19:20:52,19,Sunday,May,2022,Punjab,Faisalabad,Industrial Area,"Block 6, Industrial Area",Industrial Area PS,31.467775,73.111273,Theft,Property,Not Used,Male,43,Male,32.0,1.0,Pending
PK-000095,FIR-0041/2022,2022-05-03 20:48:13,2022-05-03,20:48:13,20,Tuesday,May,2022,Punjab,Gujranwala,Model Town,Model Town Service Road,Model Town PS,32.181608,74.205943,Burglary,Property,Not Used,Female,41,Unknown,,,Under Investigation
PK-000096,FIR-0003/2022,2022-05-04 22:04:59,2022-05-04,22:04:59,22,Wednesday,May,2022,Punjab,Multan,New Multan,New Multan Service Road,New Multan PS,30.237436,71.477708,Theft,Property,Not Used,Male,34,Unknown,,,Pending
PK-000097,FIR-0034/2022,2022-05-05 02:57:49,2022-05-05,02:57:49,2,Thursday,May,2022,KPK,Peshawar,Industrial Area,Industrial Area Market,Industrial Area PS,33.986063,71.511606,Cattle Theft,Property,Not Used,Female,33,Male,38.0,1.0,Under Investigation
PK-000098,FIR-0007/2022,2022-05-11 00:34:02,2022-05-11,00:34:02,0,Wednesday,May,2022,Punjab,Multan,Gulgasht Colony,Street near Gulgasht Colony Mosque,Gulgasht PS,30.24619,71.499855,Robbery,Property,Knife,Male,51,Male,33.0,3.0,Arrested
PK-000099,FIR-0031/2022,2022-05-14 21:33:43,2022-05-14,21:33:43,21,Saturday,May,2022,Punjab,Multan,Wapda Town,"House #912, Wapda Town",Bosan Road PS,30.251668,71.494707,Domestic Violence,Violent,Blunt Object,Male,55,Male,39.0,3.0,Under Investigation
PK-000100,FIR-0010/2022,2022-05-15 06:25:39,2022-05-15,06:25:39,6,Sunday,May,2022,Punjab,Rawalpindi,Model Town,Street near Model Town Mosque,Model Town PS,33.56147,72.973359,Theft,Property,Not Used,Female,37,Male,39.0,1.0,Pending
